
Minutes: 0.00, Particles: 2
Minutes: 70.58, Particles: 4
Minutes: 70.67, Particles: 4
Minutes: 70.75, Particles: 4
Minutes: 70.83, Particles: 4
Minutes: 70.92, Particles: 4
Minutes: 71.00, Particles: 4
Minutes: 71.08, Particles: 4
Minutes: 71.17, Particles: 4
Minutes: 71.25, Particles: 4
Minutes: 71.33, Particles: 4
Minutes: 71.42, Particles: 4
Minutes: 71.50, Particles: 4
Minutes: 71.58, Particles: 4
Minutes: 71.67, Particles: 4
Minutes: 71.75, Particles: 4
Minutes: 71.83, Particles: 4
Minutes: 71.92, Particles: 4
Minutes: 72.00, Particles: 4
Minutes: 72.08, Particles: 4
Minutes: 72.17, Particles: 4
Minutes: 72.25, Particles: 4
Minutes: 72.33, Particles: 4
Minutes: 72.42, Particles: 4
Minutes: 72.50, Particles: 4
Minutes: 72.58, Particles: 4
Minutes: 72.67, Particles: 4
Minutes: 72.75, Particles: 4
Minutes: 72.83, Particles: 4
Minutes: 72.92, Particles: 4
Minutes: 73.00, Particles: 4
Minutes: 73.08, Particles: 4
Minutes: 73.17, Particles: 4
Minutes: 73.25, Particles: 4
Minutes: 73.33, Particles: 4
Minutes: 73.42, Particles: 4
Minutes: 73.50, Particles: 4
Minutes: 73.58, Particles: 4
Minutes: 73.67, Particles: 4
Minutes: 73.75, Particles: 4
Minutes: 73.83, Particles: 4
Minutes: 73.92, Particles: 4
Minutes: 74.00, Particles: 4
Minutes: 74.08, Particles: 4
Minutes: 74.17, Particles: 4
Minutes: 74.25, Particles: 4
Minutes: 74.33, Particles: 4
Minutes: 74.42, Particles: 4
Minutes: 74.50, Particles: 4
Minutes: 74.58, Particles: 4
Minutes: 74.67, Particles: 4
Minutes: 74.75, Particles: 4
Minutes: 74.83, Particles: 4
Minutes: 74.92, Particles: 4
Minutes: 75.00, Particles: 4
Minutes: 75.08, Particles: 4
Minutes: 75.17, Particles: 4
Minutes: 75.25, Particles: 4
Minutes: 75.33, Particles: 4
Minutes: 75.42, Particles: 4
Minutes: 75.50, Particles: 4
Minutes: 75.58, Particles: 6
Minutes: 75.67, Particles: 8
Minutes: 75.75, Particles: 8
Minutes: 75.83, Particles: 8
Minutes: 75.92, Particles: 8
Minutes: 76.00, Particles: 8
Minutes: 76.08, Particles: 8
Minutes: 76.17, Particles: 8
Minutes: 76.25, Particles: 8
Minutes: 76.33, Particles: 8
Minutes: 76.42, Particles: 8
Minutes: 76.50, Particles: 8
Minutes: 76.58, Particles: 8
Minutes: 76.67, Particles: 8
Minutes: 76.75, Particles: 8
Minutes: 76.83, Particles: 8
Minutes: 76.92, Particles: 8
Minutes: 77.00, Particles: 8
Minutes: 77.08, Particles: 8
Minutes: 77.17, Particles: 8
Minutes: 77.25, Particles: 8
Minutes: 77.33, Particles: 8
Minutes: 77.42, Particles: 8
Minutes: 77.50, Particles: 8
Minutes: 77.58, Particles: 8
Minutes: 77.67, Particles: 8
Minutes: 77.75, Particles: 8
Minutes: 77.83, Particles: 8
Minutes: 77.92, Particles: 8
Minutes: 78.00, Particles: 8
Minutes: 78.08, Particles: 8
Minutes: 78.17, Particles: 8
Minutes: 78.25, Particles: 8
Minutes: 78.33, Particles: 8
Minutes: 78.42, Particles: 8
Minutes: 78.50, Particles: 8
Minutes: 78.58, Particles: 8
Minutes: 78.67, Particles: 8
Minutes: 78.75, Particles: 8
Minutes: 78.83, Particles: 8
Minutes: 78.92, Particles: 8
Minutes: 79.00, Particles: 8
Minutes: 79.08, Particles: 8
Minutes: 79.17, Particles: 8
Minutes: 79.25, Particles: 8
Minutes: 79.33, Particles: 8
Minutes: 79.42, Particles: 8
Minutes: 79.50, Particles: 8
Minutes: 79.58, Particles: 8
Minutes: 79.67, Particles: 8
Minutes: 79.75, Particles: 8
Minutes: 79.83, Particles: 8
Minutes: 79.92, Particles: 8
Minutes: 80.00, Particles: 8
Minutes: 80.08, Particles: 8
Minutes: 80.17, Particles: 8
Minutes: 80.25, Particles: 8
Minutes: 80.33, Particles: 8
Minutes: 80.42, Particles: 8
Minutes: 80.50, Particles: 8
Minutes: 80.58, Particles: 8
Minutes: 80.67, Particles: 8
Minutes: 80.75, Particles: 8
Minutes: 80.83, Particles: 8
Minutes: 80.92, Particles: 8
Minutes: 81.00, Particles: 8
Minutes: 81.08, Particles: 8
Minutes: 81.17, Particles: 8
Minutes: 81.25, Particles: 8
Minutes: 81.33, Particles: 8
Minutes: 81.42, Particles: 8
Minutes: 81.50, Particles: 8
Minutes: 81.58, Particles: 8
Minutes: 81.67, Particles: 8
Minutes: 81.75, Particles: 8
Minutes: 81.83, Particles: 8
Minutes: 81.92, Particles: 8
Minutes: 82.00, Particles: 8
Minutes: 82.08, Particles: 8
Minutes: 82.17, Particles: 8
Minutes: 82.25, Particles: 8
Minutes: 82.33, Particles: 8
Minutes: 82.42, Particles: 8
Minutes: 82.50, Particles: 8
Minutes: 82.58, Particles: 8
Minutes: 82.67, Particles: 8
Minutes: 82.75, Particles: 8
Minutes: 82.83, Particles: 8
Minutes: 82.92, Particles: 8
Minutes: 83.00, Particles: 8
Minutes: 83.08, Particles: 8
Minutes: 83.17, Particles: 8
Minutes: 83.25, Particles: 8
Minutes: 83.33, Particles: 8
Minutes: 83.42, Particles: 8
Minutes: 83.50, Particles: 8
Minutes: 83.58, Particles: 8
Minutes: 83.67, Particles: 8
Minutes: 83.75, Particles: 8
Minutes: 83.83, Particles: 8
Minutes: 83.92, Particles: 8
Minutes: 84.00, Particles: 8
Minutes: 84.08, Particles: 8
Minutes: 84.17, Particles: 8
Minutes: 84.25, Particles: 8
Minutes: 84.33, Particles: 8
Minutes: 84.42, Particles: 8
Minutes: 84.50, Particles: 8
Minutes: 84.58, Particles: 8
Minutes: 84.67, Particles: 8
Minutes: 84.75, Particles: 8
Minutes: 84.83, Particles: 8
Minutes: 84.92, Particles: 8
Minutes: 85.00, Particles: 8
Minutes: 85.08, Particles: 8
Minutes: 85.17, Particles: 8
Minutes: 85.25, Particles: 8
Minutes: 85.33, Particles: 8
Minutes: 85.42, Particles: 8
Minutes: 85.50, Particles: 8
Minutes: 85.58, Particles: 8
Minutes: 85.67, Particles: 8
Minutes: 85.75, Particles: 8
Minutes: 85.83, Particles: 8
Minutes: 85.92, Particles: 8
Minutes: 86.00, Particles: 8
Minutes: 86.08, Particles: 8
Minutes: 86.17, Particles: 8
Minutes: 86.25, Particles: 8
Minutes: 86.33, Particles: 8
Minutes: 86.42, Particles: 8
Minutes: 86.50, Particles: 8
Minutes: 86.58, Particles: 8
Minutes: 86.67, Particles: 8
Minutes: 86.75, Particles: 8
Minutes: 86.83, Particles: 8
Minutes: 86.92, Particles: 8
Minutes: 87.00, Particles: 8
Minutes: 87.08, Particles: 8
Minutes: 87.17, Particles: 8
Minutes: 87.25, Particles: 8
Minutes: 87.33, Particles: 8
Minutes: 87.42, Particles: 8
Minutes: 87.50, Particles: 8
Minutes: 87.58, Particles: 8
Minutes: 87.67, Particles: 8
Minutes: 87.75, Particles: 8
Minutes: 87.83, Particles: 8
Minutes: 87.92, Particles: 8
Minutes: 88.00, Particles: 8
Minutes: 88.08, Particles: 8
Minutes: 88.17, Particles: 8
Minutes: 88.25, Particles: 8
Minutes: 88.33, Particles: 8
Minutes: 88.42, Particles: 8
Minutes: 88.50, Particles: 8
Minutes: 88.58, Particles: 8
Minutes: 88.67, Particles: 8
Minutes: 88.75, Particles: 8
Minutes: 88.83, Particles: 8
Minutes: 88.92, Particles: 8
Minutes: 89.00, Particles: 8
Minutes: 89.08, Particles: 8
Minutes: 89.17, Particles: 8
Minutes: 89.25, Particles: 8
Minutes: 89.33, Particles: 8
Minutes: 89.42, Particles: 8
Minutes: 89.50, Particles: 8
Minutes: 89.58, Particles: 8
Minutes: 89.67, Particles: 8
Minutes: 89.75, Particles: 8
Minutes: 89.83, Particles: 8
Minutes: 89.92, Particles: 8
Minutes: 90.00, Particles: 8
Minutes: 90.08, Particles: 8
Minutes: 90.17, Particles: 8
Minutes: 90.25, Particles: 8
Minutes: 90.33, Particles: 8
Minutes: 90.42, Particles: 8
Minutes: 90.50, Particles: 8
Minutes: 90.58, Particles: 8
Minutes: 90.67, Particles: 8
Minutes: 90.75, Particles: 8
Minutes: 90.83, Particles: 8
Minutes: 90.92, Particles: 8
Minutes: 91.00, Particles: 8
Minutes: 91.08, Particles: 8
Minutes: 91.17, Particles: 8
Minutes: 91.25, Particles: 8
Minutes: 91.33, Particles: 8
Minutes: 91.42, Particles: 8
Minutes: 91.50, Particles: 8
Minutes: 91.58, Particles: 8
Minutes: 91.67, Particles: 8
Minutes: 91.75, Particles: 8
Minutes: 91.83, Particles: 8
Minutes: 91.92, Particles: 8
Minutes: 92.00, Particles: 8
Minutes: 92.08, Particles: 8
Minutes: 92.17, Particles: 8
Minutes: 92.25, Particles: 8
Minutes: 92.33, Particles: 8
Minutes: 92.42, Particles: 8
Minutes: 92.50, Particles: 8
Minutes: 92.58, Particles: 8
Minutes: 92.67, Particles: 8
Minutes: 92.75, Particles: 8
Minutes: 92.83, Particles: 8
Minutes: 92.92, Particles: 8
Minutes: 93.00, Particles: 8
Minutes: 93.08, Particles: 8
Minutes: 93.17, Particles: 8
Minutes: 93.25, Particles: 8
Minutes: 93.33, Particles: 8
Minutes: 93.42, Particles: 8
Minutes: 93.50, Particles: 8
Minutes: 93.58, Particles: 8
Minutes: 93.67, Particles: 8
Minutes: 93.75, Particles: 8
Minutes: 93.83, Particles: 8
Minutes: 93.92, Particles: 8
Minutes: 94.00, Particles: 8
Minutes: 94.08, Particles: 8
Minutes: 94.17, Particles: 8
Minutes: 94.25, Particles: 8
Minutes: 94.33, Particles: 8
Minutes: 94.42, Particles: 8
Minutes: 94.50, Particles: 8
Minutes: 94.58, Particles: 8
Minutes: 94.67, Particles: 8
Minutes: 94.75, Particles: 8
Minutes: 94.83, Particles: 8
Minutes: 94.92, Particles: 8
Minutes: 95.00, Particles: 8
Minutes: 95.08, Particles: 8
Minutes: 95.17, Particles: 8
Minutes: 95.25, Particles: 8
Minutes: 95.33, Particles: 8
Minutes: 95.42, Particles: 8
Minutes: 95.50, Particles: 8
Minutes: 95.58, Particles: 8
Minutes: 95.67, Particles: 8
Minutes: 95.75, Particles: 8
Minutes: 95.83, Particles: 8
Minutes: 95.92, Particles: 8
Minutes: 96.00, Particles: 8
Minutes: 96.08, Particles: 8
Minutes: 96.17, Particles: 8
Minutes: 96.25, Particles: 8
Minutes: 96.33, Particles: 8
Minutes: 96.42, Particles: 8
Minutes: 96.50, Particles: 8
Minutes: 96.58, Particles: 8
Minutes: 96.67, Particles: 8
Minutes: 96.75, Particles: 8
Minutes: 96.83, Particles: 8
Minutes: 96.92, Particles: 8
Minutes: 97.00, Particles: 8
Minutes: 97.08, Particles: 8
Minutes: 97.17, Particles: 8
Minutes: 97.25, Particles: 8
Minutes: 97.33, Particles: 8
Minutes: 97.42, Particles: 8
Minutes: 97.50, Particles: 8
Minutes: 97.58, Particles: 8
Minutes: 97.67, Particles: 8
Minutes: 97.75, Particles: 8
Minutes: 97.83, Particles: 8
Minutes: 97.92, Particles: 8
Minutes: 98.00, Particles: 8
Minutes: 98.08, Particles: 8
Minutes: 98.17, Particles: 8
Minutes: 98.25, Particles: 8
Minutes: 98.33, Particles: 8
Minutes: 98.42, Particles: 8
Minutes: 98.50, Particles: 8
Minutes: 98.58, Particles: 8
Minutes: 98.67, Particles: 8
Minutes: 98.75, Particles: 8
Minutes: 98.83, Particles: 8
Minutes: 98.92, Particles: 8
Minutes: 99.00, Particles: 8
Minutes: 99.08, Particles: 8
Minutes: 99.17, Particles: 8
Minutes: 99.25, Particles: 8
Minutes: 99.33, Particles: 8
Minutes: 99.42, Particles: 8
Minutes: 99.50, Particles: 8
Minutes: 99.58, Particles: 8
Minutes: 99.67, Particles: 8
Minutes: 99.75, Particles: 8
Minutes: 99.83, Particles: 8
Minutes: 99.92, Particles: 8
Minutes: 100.00, Particles: 8
Minutes: 100.08, Particles: 8
Minutes: 100.17, Particles: 8
Minutes: 100.25, Particles: 8
Minutes: 100.33, Particles: 8
Minutes: 100.42, Particles: 8
Minutes: 100.50, Particles: 8
Minutes: 100.58, Particles: 8
Minutes: 100.67, Particles: 8
Minutes: 100.75, Particles: 8
Minutes: 100.83, Particles: 8
Minutes: 100.92, Particles: 8
Minutes: 101.00, Particles: 8
Minutes: 101.08, Particles: 8
Minutes: 101.17, Particles: 8
Minutes: 101.25, Particles: 8
Minutes: 101.33, Particles: 8
Minutes: 101.42, Particles: 8
Minutes: 101.50, Particles: 8
Minutes: 101.58, Particles: 8
Minutes: 101.67, Particles: 8
Minutes: 101.75, Particles: 8
Minutes: 101.83, Particles: 8
Minutes: 101.92, Particles: 8
Minutes: 102.00, Particles: 8
Minutes: 102.08, Particles: 8
Minutes: 102.17, Particles: 8
Minutes: 102.25, Particles: 8
Minutes: 102.33, Particles: 8
Minutes: 102.42, Particles: 8
Minutes: 102.50, Particles: 8
Minutes: 102.58, Particles: 8
Minutes: 102.67, Particles: 8
Minutes: 102.75, Particles: 8
Minutes: 102.83, Particles: 8
Minutes: 102.92, Particles: 8
Minutes: 103.00, Particles: 8
Minutes: 103.08, Particles: 8
Minutes: 103.17, Particles: 8
Minutes: 103.25, Particles: 8
Minutes: 103.33, Particles: 8
Minutes: 103.42, Particles: 8
Minutes: 103.50, Particles: 8
Minutes: 103.58, Particles: 8
Minutes: 103.67, Particles: 8
Minutes: 103.75, Particles: 8
Minutes: 103.83, Particles: 8
Minutes: 103.92, Particles: 8
Minutes: 104.00, Particles: 8
Minutes: 104.08, Particles: 8
Minutes: 104.17, Particles: 8
Minutes: 104.25, Particles: 8
Minutes: 104.33, Particles: 8
Minutes: 104.42, Particles: 8
Minutes: 104.50, Particles: 8
Minutes: 104.58, Particles: 8
Minutes: 104.67, Particles: 8
Minutes: 104.75, Particles: 8
Minutes: 104.83, Particles: 8
Minutes: 104.92, Particles: 8
Minutes: 105.00, Particles: 8
Minutes: 105.08, Particles: 8
Minutes: 105.17, Particles: 8
Minutes: 105.25, Particles: 8
Minutes: 105.33, Particles: 8
Minutes: 105.42, Particles: 8
Minutes: 105.50, Particles: 8
Minutes: 105.58, Particles: 8
Minutes: 105.67, Particles: 8
Minutes: 105.75, Particles: 8
Minutes: 105.83, Particles: 8
Minutes: 105.92, Particles: 8
Minutes: 106.00, Particles: 8
Minutes: 106.08, Particles: 8
Minutes: 106.17, Particles: 8
Minutes: 106.25, Particles: 8
Minutes: 106.33, Particles: 8
Minutes: 106.42, Particles: 8
Minutes: 106.50, Particles: 8
Minutes: 106.58, Particles: 8
Minutes: 106.67, Particles: 8
Minutes: 106.75, Particles: 8
Minutes: 106.83, Particles: 8
Minutes: 106.92, Particles: 8
Minutes: 107.00, Particles: 8
Minutes: 107.08, Particles: 8
Minutes: 107.17, Particles: 8
Minutes: 107.25, Particles: 8
Minutes: 107.33, Particles: 8
Minutes: 107.42, Particles: 8
Minutes: 107.50, Particles: 8
Minutes: 107.58, Particles: 8
Minutes: 107.67, Particles: 8
Minutes: 107.75, Particles: 8
Minutes: 107.83, Particles: 8
Minutes: 107.92, Particles: 8
Minutes: 108.00, Particles: 8
Minutes: 108.08, Particles: 8
Minutes: 108.17, Particles: 8
Minutes: 108.25, Particles: 8
Minutes: 108.33, Particles: 8
Minutes: 108.42, Particles: 8
Minutes: 108.50, Particles: 8
Minutes: 108.58, Particles: 8
Minutes: 108.67, Particles: 8
Minutes: 108.75, Particles: 8
Minutes: 108.83, Particles: 8
Minutes: 108.92, Particles: 8
Minutes: 109.00, Particles: 8
Minutes: 109.08, Particles: 8
Minutes: 109.17, Particles: 8
Minutes: 109.25, Particles: 8
Minutes: 109.33, Particles: 8
Minutes: 109.42, Particles: 8
Minutes: 109.50, Particles: 8
Minutes: 109.58, Particles: 8
Minutes: 109.67, Particles: 8
Minutes: 109.75, Particles: 8
Minutes: 109.83, Particles: 8
Minutes: 109.92, Particles: 8
Minutes: 110.00, Particles: 8
Minutes: 110.08, Particles: 8
Minutes: 110.17, Particles: 8
Minutes: 110.25, Particles: 8
Minutes: 110.33, Particles: 8
Minutes: 110.42, Particles: 8
Minutes: 110.50, Particles: 8
Minutes: 110.58, Particles: 8
Minutes: 110.67, Particles: 8
Minutes: 110.75, Particles: 8
Minutes: 110.83, Particles: 8
Minutes: 110.92, Particles: 8
Minutes: 111.00, Particles: 8
Minutes: 111.08, Particles: 8
Minutes: 111.17, Particles: 8
Minutes: 111.25, Particles: 8
Minutes: 111.33, Particles: 8
Minutes: 111.42, Particles: 8
Minutes: 111.50, Particles: 8
Minutes: 111.58, Particles: 8
Minutes: 111.67, Particles: 8
Minutes: 111.75, Particles: 8
Minutes: 111.83, Particles: 8
Minutes: 111.92, Particles: 8
Minutes: 112.00, Particles: 8
Minutes: 112.08, Particles: 8
Minutes: 112.17, Particles: 8
Minutes: 112.25, Particles: 8
Minutes: 112.33, Particles: 8
Minutes: 112.42, Particles: 8
Minutes: 112.50, Particles: 8
Minutes: 112.58, Particles: 8
Minutes: 112.67, Particles: 8
Minutes: 112.75, Particles: 8
Minutes: 112.83, Particles: 8
Minutes: 112.92, Particles: 8
Minutes: 113.00, Particles: 8
Minutes: 113.08, Particles: 8
Minutes: 113.17, Particles: 8
Minutes: 113.25, Particles: 11
Minutes: 113.33, Particles: 12
Minutes: 113.42, Particles: 12
Minutes: 113.50, Particles: 16
Minutes: 113.58, Particles: 16
Minutes: 113.67, Particles: 16
Minutes: 113.75, Particles: 16
Minutes: 113.83, Particles: 16
Minutes: 113.92, Particles: 16
Minutes: 114.00, Particles: 16
Minutes: 114.08, Particles: 16
Minutes: 114.17, Particles: 16
Minutes: 114.25, Particles: 16
Minutes: 114.33, Particles: 16
Minutes: 114.42, Particles: 16
Minutes: 114.50, Particles: 16
Minutes: 114.58, Particles: 16
Minutes: 114.67, Particles: 16
Minutes: 114.75, Particles: 16
Minutes: 114.83, Particles: 16
Minutes: 114.92, Particles: 16
Minutes: 115.00, Particles: 16
Minutes: 115.08, Particles: 16
Minutes: 115.17, Particles: 16
Minutes: 115.25, Particles: 16
Minutes: 115.33, Particles: 16
Minutes: 115.42, Particles: 16
Minutes: 115.50, Particles: 16
Minutes: 115.58, Particles: 16
Minutes: 115.67, Particles: 16
Minutes: 115.75, Particles: 16
Minutes: 115.83, Particles: 16
Minutes: 115.92, Particles: 16
Minutes: 116.00, Particles: 16
Minutes: 116.08, Particles: 16
Minutes: 116.17, Particles: 16
Minutes: 116.25, Particles: 16
Minutes: 116.33, Particles: 16
Minutes: 116.42, Particles: 16
Minutes: 116.50, Particles: 16
Minutes: 116.58, Particles: 16
Minutes: 116.67, Particles: 16
Minutes: 116.75, Particles: 16
Minutes: 116.83, Particles: 16
Minutes: 116.92, Particles: 16
Minutes: 117.00, Particles: 16
Minutes: 117.08, Particles: 16
Minutes: 117.17, Particles: 16
Minutes: 117.25, Particles: 16
Minutes: 117.33, Particles: 16
Minutes: 117.42, Particles: 16
Minutes: 117.50, Particles: 16
Minutes: 117.58, Particles: 16
Minutes: 117.67, Particles: 16
Minutes: 117.75, Particles: 16
Minutes: 117.83, Particles: 16
Minutes: 117.92, Particles: 16
Minutes: 118.00, Particles: 16
Minutes: 118.08, Particles: 16
Minutes: 118.17, Particles: 16
Minutes: 118.25, Particles: 16
Minutes: 118.33, Particles: 16
Minutes: 118.42, Particles: 16
Minutes: 118.50, Particles: 16
Minutes: 118.58, Particles: 16
Minutes: 118.67, Particles: 16
Minutes: 118.75, Particles: 16
Minutes: 118.83, Particles: 16
Minutes: 118.92, Particles: 16
Minutes: 119.00, Particles: 16
Minutes: 119.08, Particles: 16
Minutes: 119.17, Particles: 16
Minutes: 119.25, Particles: 16
Minutes: 119.33, Particles: 16
Minutes: 119.42, Particles: 16
Minutes: 119.50, Particles: 16
Minutes: 119.58, Particles: 16
Minutes: 119.67, Particles: 16
Minutes: 119.75, Particles: 16
Minutes: 119.83, Particles: 16
Minutes: 119.92, Particles: 16
Minutes: 120.00, Particles: 16
Minutes: 120.08, Particles: 16
Minutes: 120.17, Particles: 16
Minutes: 120.25, Particles: 16
Minutes: 120.33, Particles: 16
Minutes: 120.42, Particles: 16
Minutes: 120.50, Particles: 16
Minutes: 120.58, Particles: 16
Minutes: 120.67, Particles: 16
Minutes: 120.75, Particles: 16
Minutes: 120.83, Particles: 16
Minutes: 120.92, Particles: 16
Minutes: 121.00, Particles: 16
Minutes: 121.08, Particles: 16
Minutes: 121.17, Particles: 16
Minutes: 121.25, Particles: 16
Minutes: 121.33, Particles: 16
Minutes: 121.42, Particles: 16
Minutes: 121.50, Particles: 16
Minutes: 121.58, Particles: 16
Minutes: 121.67, Particles: 16
Minutes: 121.75, Particles: 16
Minutes: 121.83, Particles: 16
Minutes: 121.92, Particles: 16
Minutes: 122.00, Particles: 16
Minutes: 122.08, Particles: 16
Minutes: 122.17, Particles: 16
Minutes: 122.25, Particles: 16
Minutes: 122.33, Particles: 16
Minutes: 122.42, Particles: 16
Minutes: 122.50, Particles: 16
Minutes: 122.58, Particles: 16
Minutes: 122.67, Particles: 16
Minutes: 122.75, Particles: 16
Minutes: 122.83, Particles: 16
Minutes: 122.92, Particles: 16
Minutes: 123.00, Particles: 16
Minutes: 123.08, Particles: 16
Minutes: 123.17, Particles: 16
Minutes: 123.25, Particles: 16
Minutes: 123.33, Particles: 16
Minutes: 123.42, Particles: 16
Minutes: 123.50, Particles: 16
Minutes: 123.58, Particles: 16
Minutes: 123.67, Particles: 16
Minutes: 123.75, Particles: 16
Minutes: 123.83, Particles: 16
Minutes: 123.92, Particles: 16
Minutes: 124.00, Particles: 16
Minutes: 124.08, Particles: 16
Minutes: 124.17, Particles: 16
Minutes: 124.25, Particles: 16
Minutes: 124.33, Particles: 16
Minutes: 124.42, Particles: 16
Minutes: 124.50, Particles: 16
Minutes: 124.58, Particles: 16
Minutes: 124.67, Particles: 16
Minutes: 124.75, Particles: 16
Minutes: 124.83, Particles: 16
Minutes: 124.92, Particles: 16
Minutes: 125.00, Particles: 16
Minutes: 125.08, Particles: 16
Minutes: 125.17, Particles: 16
Minutes: 125.25, Particles: 16
Minutes: 125.33, Particles: 16
Minutes: 125.42, Particles: 16
Minutes: 125.50, Particles: 16
Minutes: 125.58, Particles: 16
Minutes: 125.67, Particles: 16
Minutes: 125.75, Particles: 16
Minutes: 125.83, Particles: 16
Minutes: 125.92, Particles: 16
Minutes: 126.00, Particles: 16
Minutes: 126.08, Particles: 16
Minutes: 126.17, Particles: 16
Minutes: 126.25, Particles: 16
Minutes: 126.33, Particles: 16
Minutes: 126.42, Particles: 16
Minutes: 126.50, Particles: 16
Minutes: 126.58, Particles: 16
Minutes: 126.67, Particles: 16
Minutes: 126.75, Particles: 16
Minutes: 126.83, Particles: 16
Minutes: 126.92, Particles: 16
Minutes: 127.00, Particles: 16
Minutes: 127.08, Particles: 16
Minutes: 127.17, Particles: 16
Minutes: 127.25, Particles: 16
Minutes: 127.33, Particles: 16
Minutes: 127.42, Particles: 16
Minutes: 127.50, Particles: 16
Minutes: 127.58, Particles: 16
Minutes: 127.67, Particles: 16
Minutes: 127.75, Particles: 16
Minutes: 127.83, Particles: 16
Minutes: 127.92, Particles: 16
Minutes: 128.00, Particles: 16
Minutes: 128.08, Particles: 16
Minutes: 128.17, Particles: 16
Minutes: 128.25, Particles: 16
Minutes: 128.33, Particles: 16
Minutes: 128.42, Particles: 16
Minutes: 128.50, Particles: 16
Minutes: 128.58, Particles: 16
Minutes: 128.67, Particles: 16
Minutes: 128.75, Particles: 16
Minutes: 128.83, Particles: 16
Minutes: 128.92, Particles: 16
Minutes: 129.00, Particles: 16
Minutes: 129.08, Particles: 16
Minutes: 129.17, Particles: 16
Minutes: 129.25, Particles: 16
Minutes: 129.33, Particles: 16
Minutes: 129.42, Particles: 16
Minutes: 129.50, Particles: 16
Minutes: 129.58, Particles: 16
Minutes: 129.67, Particles: 16
Minutes: 129.75, Particles: 16
Minutes: 129.83, Particles: 16
Minutes: 129.92, Particles: 16
Minutes: 130.00, Particles: 16
Minutes: 130.08, Particles: 16
Minutes: 130.17, Particles: 16
Minutes: 130.25, Particles: 16
Minutes: 130.33, Particles: 16
Minutes: 130.42, Particles: 16
Minutes: 130.50, Particles: 16
Minutes: 130.58, Particles: 16
Minutes: 130.67, Particles: 16
Minutes: 130.75, Particles: 16
Minutes: 130.83, Particles: 16
Minutes: 130.92, Particles: 16
Minutes: 131.00, Particles: 16
Minutes: 131.08, Particles: 16
Minutes: 131.17, Particles: 16
Minutes: 131.25, Particles: 16
Minutes: 131.33, Particles: 16
Minutes: 131.42, Particles: 16
Minutes: 131.50, Particles: 16
Minutes: 131.58, Particles: 16
Minutes: 131.67, Particles: 16
Minutes: 131.75, Particles: 16
Minutes: 131.83, Particles: 16
Minutes: 131.92, Particles: 16
Minutes: 132.00, Particles: 16
Minutes: 132.08, Particles: 16
Minutes: 132.17, Particles: 16
Minutes: 132.25, Particles: 16
Minutes: 132.33, Particles: 16
Minutes: 132.42, Particles: 16
Minutes: 132.50, Particles: 16
Minutes: 132.58, Particles: 16
Minutes: 132.67, Particles: 16
Minutes: 132.75, Particles: 16
Minutes: 132.83, Particles: 16
Minutes: 132.92, Particles: 16
Minutes: 133.00, Particles: 16
Minutes: 133.08, Particles: 16
Minutes: 133.17, Particles: 16
Minutes: 133.25, Particles: 16
Minutes: 133.33, Particles: 16
Minutes: 133.42, Particles: 16
Minutes: 133.50, Particles: 16
Minutes: 133.58, Particles: 16
Minutes: 133.67, Particles: 16
Minutes: 133.75, Particles: 16
Minutes: 133.83, Particles: 16
Minutes: 133.92, Particles: 16
Minutes: 134.00, Particles: 16
Minutes: 134.08, Particles: 16
Minutes: 134.17, Particles: 16
Minutes: 134.25, Particles: 16
Minutes: 134.33, Particles: 16
Minutes: 134.42, Particles: 16
Minutes: 134.50, Particles: 16
Minutes: 134.58, Particles: 16
Minutes: 134.67, Particles: 16
Minutes: 134.75, Particles: 16
Minutes: 134.83, Particles: 16
Minutes: 134.92, Particles: 16
Minutes: 135.00, Particles: 16
Minutes: 135.08, Particles: 16
Minutes: 135.17, Particles: 16
Minutes: 135.25, Particles: 16
Minutes: 135.33, Particles: 16
Minutes: 135.42, Particles: 16
Minutes: 135.50, Particles: 16
Minutes: 135.58, Particles: 16
Minutes: 135.67, Particles: 16
Minutes: 135.75, Particles: 16
Minutes: 135.83, Particles: 16
Minutes: 135.92, Particles: 16
Minutes: 136.00, Particles: 16
Minutes: 136.08, Particles: 16
Minutes: 136.17, Particles: 16
Minutes: 136.25, Particles: 16
Minutes: 136.33, Particles: 16
Minutes: 136.42, Particles: 16
Minutes: 136.50, Particles: 16
Minutes: 136.58, Particles: 16
Minutes: 136.67, Particles: 16
Minutes: 136.75, Particles: 16
Minutes: 136.83, Particles: 16
Minutes: 136.92, Particles: 16
Minutes: 137.00, Particles: 16
Minutes: 137.08, Particles: 16
Minutes: 137.17, Particles: 16
Minutes: 137.25, Particles: 16
Minutes: 137.33, Particles: 16
Minutes: 137.42, Particles: 16
Minutes: 137.50, Particles: 16
Minutes: 137.58, Particles: 16
Minutes: 137.67, Particles: 16
Minutes: 137.75, Particles: 16
Minutes: 137.83, Particles: 16
Minutes: 137.92, Particles: 16
Minutes: 138.00, Particles: 16
Minutes: 138.08, Particles: 16
Minutes: 138.17, Particles: 16
Minutes: 138.25, Particles: 16
Minutes: 138.33, Particles: 16
Minutes: 138.42, Particles: 16
Minutes: 138.50, Particles: 16
Minutes: 138.58, Particles: 16
Minutes: 138.67, Particles: 16
Minutes: 138.75, Particles: 16
Minutes: 138.83, Particles: 16
Minutes: 138.92, Particles: 16
Minutes: 139.00, Particles: 16
